"","X2011","X2012","X2013","X2014","X2015","Full_FIPS","County_Name","State","Pop","No_HS","No_Dip","HS","No_Deg","Associates","Bachelors","Grad","Med_Age","House_Income","Total.Vote","Obama","Romney","GHI_avg.y","count"
"160",156.366,156.366,156.366,156.366,156.366,12021,"Collier County","Florida",254178,19431,16213,67739,46841,19482,50355,34117,48.5,129888,149112,51698,96520,4.69636363636364,3
"161",30.144,30.144,30.144,30.144,30.144,12023,"Columbia County","Florida",46593,1890,4791,16840,11590,4448,4179,2855,40.4,23708,27163,8462,18429,4.69636363636364,3
"162",181.382,181.382,181.382,181.382,181.382,12031,"Duval County","Florida",597484,19329,48532,171123,137402,57992,111582,51524,36,337900,411848,196737,211615,4.69636363636364,10
"163",59.83,59.83,59.83,59.83,59.83,12033,"Escambia County","Florida",202078,6259,14789,58446,45696,27359,33141,16388,37.2,113660,148502,58185,88711,4.69636363636364,2
"164",60.728,60.728,60.728,60.728,60.728,12035,"Flagler County","Florida",75111,2086,4714,26064,18498,6487,11354,5908,49.6,36950,50595,23207,26969,4.69636363636364,2
"165",25.04,25.04,25.04,25.04,25.04,12037,"Franklin County","Florida",8845,561,1304,3135,1947,524,891,483,42.1,4338,5474,1845,3570,4.69636363636364,0
"166",41.432,41.432,41.432,41.432,41.432,12039,"Gadsden County","Florida",31887,2456,4547,11022,6304,2139,3324,2095,40.2,16964,22499,15770,6630,4.69636363636364,0
"167",4.32,4.32,4.32,4.32,4.32,12041,"Gilchrist County","Florida",11298,562,1370,4384,2464,1226,866,426,42,6187,7909,1885,5917,4.69636363636364,0
"168",6.52,6.52,6.52,6.52,6.52,12043,"Glades County","Florida",9919,858,1436,4409,1569,815,572,260,45.3,3920,3989,1603,2344,4.69636363636364,0
"169",16.05,16.05,16.05,16.05,16.05,12045,"Gulf County","Florida",11884,737,1398,4123,2835,894,1366,531,43.3,5349,7108,2014,4995,4.69636363636364,0
"170",2.16,2.16,2.16,2.16,2.16,12047,"Hamilton County","Florida",9611,642,1888,3599,1902,628,689,263,40.5,4688,5407,2228,3138,4.69636363636364,0
"171",11.76,11.76,11.76,11.76,11.76,12051,"Hendry County","Florida",23915,5408,3434,7706,3634,1399,1496,838,33.8,11345,10185,4751,5355,4.69636363636364,0
"172",71.308,71.308,71.308,71.308,71.308,12053,"Hernando County","Florida",129497,4510,12215,48612,30260,13641,13681,6578,48.7,70452,83667,37830,44938,4.69636363636364,1
"173",30.888,30.888,30.888,30.888,30.888,12055,"Highlands County","Florida",74390,4902,8059,27026,15955,6046,7951,4451,52.1,40397,42444,16148,25915,4.69636363636364,1
"174",266.226,266.226,266.226,266.226,266.226,12057,"Hillsborough County","Florida",871891,43073,66133,238257,176156,81835,170046,96391,36.6,486078,542102,286467,250186,4.69636363636364,9
"175",4176.68,4176.68,4176.68,4176.68,4176.68,12061,"Indian River County","Florida",107647,4453,8175,32575,23373,10209,17605,11257,50.7,57825,71464,27492,43450,4.69636363636364,2
"176",16.806,16.806,16.806,16.806,16.806,12063,"Jackson County","Florida",35317,2199,5124,12893,7812,2468,2941,1880,41,16309,20941,7342,13418,4.69636363636364,0
"177",8.45,8.45,8.45,8.45,8.45,12065,"Jefferson County","Florida",10838,586,1592,3416,2268,972,1294,710,45.3,5411,7808,3945,3808,4.69636363636364,0
"178",230.293,308.833,308.833,308.833,308.833,12069,"Lake County","Florida",226558,9277,19333,75829,52218,21172,32306,16423,46.4,119251,150811,61799,87643,4.69636363636364,2
"179",419.07,419.07,419.07,419.07,419.07,12071,"Lee County","Florida",489379,26294,37561,154549,103013,40688,79162,48112,46.9,252287,266166,110157,154163,4.69636363636364,2
"180",479.648,479.648,483.648,483.648,483.648,12073,"Leon County","Florida",163429,3599,8966,31131,31528,14670,41358,32177,30,110834,148353,90881,55805,4.69636363636364,8
"181",15.75,15.75,15.75,15.75,15.75,12075,"Levy County","Florida",28861,1386,3959,11798,6200,2375,2011,1132,46.6,15516,18399,6119,12054,4.69636363636364,1
"182",2.04,2.04,2.04,2.04,2.04,12077,"Liberty County","Florida",5716,434,867,2485,1074,218,387,251,37.6,2433,3284,942,2301,4.69636363636364,0
"183",183.254,183.254,183.254,183.254,183.254,12081,"Manatee County","Florida",251699,12937,17574,77146,52222,22128,42302,27390,46.7,134725,153491,66503,85627,4.69636363636364,2
"184",246.08,255.95,255.95,255.95,255.95,12083,"Marion County","Florida",248893,10499,24316,91095,55527,23131,29206,15119,48.2,132287,161385,66831,93043,4.69636363636364,3
"185",59.322,59.322,59.322,59.322,59.322,12085,"Martin County","Florida",115814,5177,6608,30222,25699,11502,22881,13725,50.7,61952,78873,30107,48183,4.69636363636364,1
"186",214.9,214.9,214.9,214.9,214.9,12086,"Miami-Dade County","Florida",1838746,195576,170534,523909,293498,160206,314713,180310,39,842153,878314,541440,332981,4.69636363636364,5
"187",105.925,105.925,105.925,105.925,105.925,12087,"Monroe County","Florida",59040,2376,3001,16489,13533,5158,11307,7176,46.8,28910,39057,19404,19234,4.69636363636364,1
"188",51.065,51.065,51.065,51.065,51.065,12089,"Nassau County","Florida",54293,1816,3835,19301,12511,4320,8224,4286,44.2,28306,40528,10251,29929,4.69636363636364,1
"189",73.29,73.29,73.29,73.29,73.29,12091,"Okaloosa County","Florida",130117,3831,7592,34030,33617,13518,23205,14324,36.8,74884,94798,23421,70168,4.69636363636364,0
"190",21.2,21.2,21.2,21.2,21.2,12093,"Okeechobee County","Florida",26698,4095,3827,9876,4588,1473,1869,970,39.9,13046,12324,4856,7328,4.69636363636364,0
"191",1032.69,1107.432,1146.212,1230.647,1450.892,12095,"Orange County","Florida",802130,39110,60114,209694,159918,83788,166536,82970,34.4,434319,466359,273665,188589,4.69636363636364,7
"192",252.742,315.182,324.942,388.422,528.292,12097,"Osceola County","Florida",195118,12011,16840,66893,45586,18709,24815,10264,35.7,92338,108698,67239,40592,4.69636363636364,0
"193",416.392,416.392,416.392,425.672,425.672,12099,"Palm Beach County","Florida",996222,58492,62830,254501,201133,84855,210283,124128,44.1,534605,600721,349651,247398,4.69636363636364,10
"194",129.4,129.4,129.4,129.4,139.345,12101,"Pasco County","Florida",345901,12516,29023,116458,77008,36715,48966,25215,44.4,186318,213573,98263,112427,4.69636363636364,1
"195",331.696,331.696,331.696,331.696,331.696,12103,"Pinellas County","Florida",703720,21856,48267,207637,153924,68873,132149,71014,47.1,402653,457702,239104,213258,4.69636363636364,6
"196",204.328,204.328,204.328,215.983,215.983,12105,"Polk County","Florida",427658,27238,43250,154683,86762,35001,54930,25794,40.3,221381,248683,114622,131577,4.69636363636364,5
"197",22.461,22.461,22.461,22.461,22.461,12107,"Putnam County","Florida",51118,3889,7121,19859,10558,3647,3947,2097,44.1,27683,31324,11667,19326,4.69636363636364,0
"198",68.44,68.44,68.44,68.44,68.44,12113,"Santa Rosa County","Florida",110220,2635,7969,30810,26341,13143,19742,9580,39.5,58654,76846,17768,58186,4.69636363636364,1
"199",378.989,378.989,386.239,386.239,386.239,12115,"Sarasota County","Florida",308938,7238,16266,93381,66018,25865,59722,40448,54,175185,207480,95119,110504,4.69636363636364,2
"200",398.876,398.876,398.876,409.476,409.476,12117,"Seminole County","Florida",300693,7339,13661,72363,64688,36349,71055,35238,39.1,152260,208620,96445,109943,4.69636363636364,4
"201",148.346,152.756,152.756,152.756,152.756,12109,"St. Johns County","Florida",147127,2654,6389,31251,32431,12497,40621,21284,42.7,79242,114795,35190,78513,4.69636363636364,1
"202",92.274,92.274,92.274,92.274,92.274,12111,"St. Lucie County","Florida",204758,11736,18099,68335,44412,21452,26197,14527,43.9,107898,123027,65869,56202,4.69636363636364,1
"203",90.345,90.345,90.345,90.345,90.345,12119,"Sumter County","Florida",96219,2948,7185,29396,22249,7488,15679,11274,65.3,48039,60479,19524,40646,4.69636363636364,0
"204",3.51,3.51,3.51,3.51,3.51,12121,"Suwannee County","Florida",30323,1648,4770,12369,5826,2184,2667,859,41.6,15649,17629,4751,12672,4.69636363636364,0
"205",21.6,21.6,21.6,21.6,21.6,12123,"Taylor County","Florida",16448,921,2975,6447,3440,1179,893,593,41.2,7605,9120,2764,6249,4.69636363636364,0
"206",10.11,10.11,10.11,10.11,10.11,12125,"Union County","Florida",11003,695,2152,4116,2333,845,607,255,40.3,3883,5393,1339,3980,4.69636363636364,0
"207",540.232,573.672,573.672,573.672,573.672,12127,"Volusia County","Florida",367935,11970,29723,124281,86489,35926,51798,27748,46.3,200180,234536,114748,117490,4.69636363636364,4
"208",5.22,5.22,5.22,5.22,5.22,12129,"Wakulla County","Florida",22141,678,1779,8727,5405,1990,2574,988,40,10691,14660,5175,9290,4.69636363636364,0
"209",23.43,23.43,23.43,23.43,23.43,12131,"Walton County","Florida",43287,1702,4685,12174,10360,3154,7622,3590,43.6,23490,28494,6671,21490,4.69636363636364,1
"210",0,0,0,0,7.6,13031,"Bulloch County","Georgia",38297,1693,3372,10705,8731,2683,6481,4632,26.3,26128,24085,9593,14174,4.408125,0
"211",4,4,4,4,4,13033,"Burke County","Georgia",14667,1069,2216,5852,3113,1011,816,590,36,8102,9779,5405,4301,4.408125,0
"212",1.5,1.5,1.5,1.5,1.5,13051,"Chatham County","Georgia",182813,6179,13985,46673,44575,11860,37035,22506,34.3,104912,108628,60246,47204,4.408125,2
"213",5.8,5.8,5.8,5.8,5.8,13089,"DeKalb County","Georgia",479320,25339,30678,100610,94833,30915,115964,80981,35.1,267396,306265,238224,64392,4.408125,7
"214",25.43,25.43,25.43,25.43,25.43,13121,"Fulton County","Georgia",650445,21102,37801,117117,116551,37207,195121,125546,34.8,379957,397413,255470,137124,4.408125,9
"215",5.7,5.7,5.7,5.7,5.7,13175,"Laurens County","Georgia",31873,2115,3898,13909,4797,2336,2458,2360,38.5,17640,19604,7513,11950,4.408125,0
"216",8.23,8.23,8.23,8.23,8.23,13217,"Newton County","Georgia",64747,2890,7291,20708,15972,4834,8859,4193,35.8,34641,43234,21851,20982,4.408125,0
"217",5.36,5.36,5.36,5.36,5.36,15001,"Hawaii County","Hawaii",133135,3727,7910,42468,30570,12827,23082,12551,41.1,65048,63454,47224,14753,5.565,3
"218",236.27,1181.385,1181.385,1193.865,1193.865,15003,"Honolulu County","Hawaii",667370,29220,31765,176099,143457,68843,143924,74062,36.9,309602,296742,204349,88461,5.565,7
"219",1444.33,1444.33,1444.33,1444.33,1444.33,15007,"Kauai County","Hawaii",48963,2301,1801,14691,10273,6175,9184,4538,41.6,22405,25372,18641,6121,5.565,0
"220",3,3,3,3,3,15009,"Maui County","Hawaii",112506,4270,5304,35055,27504,11027,19812,9534,40,53463,48653,36052,11602,5.565,0
"221",3,4,4,4,4,19005,"Allamakee County","Iowa",9928,622,527,4178,2058,927,1150,466,45.1,6048,6934,3553,3264,3.843125,0
"222",0,6,6,6,6,19011,"Benton County","Iowa",17470,295,979,6363,3845,2209,2848,931,41.4,10154,14023,6862,6940,3.843125,0
"223",1.98,1.98,1.98,4.77,4.77,19041,"Clay County","Iowa",11541,241,530,4258,2736,1544,1741,491,42.2,7146,8502,3385,4951,3.843125,1
"224",4,4,4,4,4,19061,"Dubuque County","Iowa",63714,1844,3198,22529,12034,5825,11949,6335,38.8,37891,50894,28768,21280,3.843125,0
"225",3.12,3.12,3.12,3.12,3.12,19077,"Guthrie County","Iowa",7650,241,372,3006,1766,794,1047,424,45.9,4514,5888,2569,3171,3.843125,0
"226",6.7,6.7,6.7,6.7,6.7,19087,"Henry County","Iowa",13736,352,775,5129,3129,1771,2004,576,40.7,7623,9697,4460,5035,3.843125,0
"227",158.33,158.33,158.33,158.33,165.53,19101,"Jefferson County","Iowa",12167,169,525,3703,2617,1275,2155,1723,42.5,6913,8530,4798,3436,3.843125,1
"228",5.25,5.25,10.75,19.25,19.25,19103,"Johnson County","Iowa",81699,2148,2089,13995,14233,7312,22355,19567,29.8,55426,75977,50666,23698,3.843125,1
"229",6,12.5,24.5,37.5,37.5,19105,"Jones County","Iowa",14574,470,688,5770,3231,1999,1800,616,43.2,8171,10449,5534,4721,3.843125,0
"230",9,9,9,9,9,19107,"Keokuk County","Iowa",7188,174,510,3077,1342,972,804,309,44.3,4347,5266,2303,2843,3.843125,0
"231",13.2,13.2,13.2,13.2,13.2,19111,"Lee County","Iowa",24860,610,1508,10361,5621,2918,2799,1043,42.9,14412,18911,10714,7785,3.843125,1
"232",15.66,22.16,45.16,96.36,96.36,19113,"Linn County","Iowa",143440,2442,5535,38963,33851,17446,30971,14232,37.1,87318,118453,68581,47622,3.843125,1
"233",11.84,11.84,11.84,11.84,11.84,19153,"Polk County","Iowa",297135,9233,15087,75177,60881,30434,74557,31766,35,177049,228882,128465,96096,3.843125,5
"234",11.46,11.46,11.46,11.46,11.46,19157,"Poweshiek County","Iowa",12124,217,645,4463,2702,1118,1850,1129,40.9,7351,9975,5357,4424,3.843125,0
"235",13.96,13.96,13.96,13.96,13.96,19179,"Wapello County","Iowa",24039,1466,1854,8813,5265,2612,2667,1362,39.8,14493,15770,8663,6789,3.843125,0
"236",1.04,1.04,1.04,1.04,1.04,19183,"Washington County","Iowa",15007,750,703,5375,3321,1717,2095,1046,41.5,8938,11004,5115,5562,3.843125,0
"237",0,3,3,3,3,19191,"Winneshiek County","Iowa",13571,403,404,4763,2516,1728,2230,1527,40.6,8248,11084,6256,4622,3.843125,1
"238",22.84,22.84,22.84,28.715,28.715,16001,"Ada County","Idaho",274388,5050,10872,58661,73768,24353,68067,33617,35.8,157286,180562,77137,97554,4.29052631578947,4
"239",55.5,55.5,55.5,55.5,55.5,16013,"Blaine County","Idaho",14992,897,558,2698,3303,1110,4590,1836,43,8924,10194,5992,3939,4.29052631578947,0
"240",1.36,1.36,1.36,1.36,1.36,17007,"Boone County","Illinois",34670,2135,2469,12466,8011,2584,4370,2635,38.2,18129,21365,9883,11096,3.89933333333333,1
"241",2.5,2.5,2.5,2.5,2.5,17015,"Carroll County","Illinois",10925,359,684,4726,2360,1027,1222,547,47.5,6617,7386,3665,3555,3.89933333333333,0
"242",22.89,34.17,34.17,34.17,34.17,17019,"Champaign County","Illinois",117746,2091,4617,26816,23674,9446,26312,24790,29.3,79912,78359,40831,35312,3.89933333333333,0
"243",1.95,1.95,1.95,1.95,1.95,17023,"Clark County","Illinois",11221,388,714,4291,2536,1265,1359,668,43.4,6647,7860,2591,5144,3.89933333333333,0
"244",99.545,99.545,99.545,99.545,99.545,17031,"Cook County","Illinois",3537179,262938,257366,847218,678308,226126,759678,505545,35.9,1942959,2011598,1488537,495542,3.89933333333333,19
"245",7.328,7.328,7.328,7.328,7.328,17037,"DeKalb County","Illinois",60466,1828,2903,15931,15092,6596,11262,6854,30.3,37269,41092,21207,18934,3.89933333333333,1
"246",27.4,27.4,27.4,27.4,27.4,17043,"DuPage County","Illinois",627482,22759,25078,119341,122345,44793,177314,115852,38.8,338083,401081,199460,195046,3.89933333333333,8
"247",1.1,1.1,1.1,1.1,1.1,17063,"Grundy County","Illinois",33005,1044,1434,12418,8580,2658,4509,2362,37.2,18492,21244,9451,11343,3.89933333333333,0
"248",1.02,1.02,1.02,1.02,1.02,17075,"Iroquois County","Illinois",20316,676,1620,8347,4483,2085,2102,1003,44.1,11829,12784,3413,9120,3.89933333333333,0
"249",3.2,6.96,6.96,6.96,6.96,17085,"Jo Daviess County","Illinois",16422,397,871,6278,3827,1173,2483,1393,48.2,9542,11429,5667,5534,3.89933333333333,1
"250",5.5,5.5,5.5,5.5,5.5,17089,"Kane County","Illinois",334407,31054,26965,78439,68185,24078,68218,37468,35.9,172479,181648,90332,88335,3.89933333333333,2
"251",7.33,13.07,13.07,13.07,13.07,17097,"Lake County","Illinois",451898,25150,22817,96246,84815,27752,115560,79558,37.6,242426,287493,153757,129764,3.89933333333333,4
"252",3.276,3.276,3.276,3.276,3.276,17099,"LaSalle County","Illinois",78046,2723,6455,29258,20052,6911,8542,4105,41.6,44242,47259,23073,23256,3.89933333333333,0
"253",10,14.5,14.5,14.5,14.5,17115,"Macon County","Illinois",74408,2159,5992,25755,17505,5934,11293,5770,40.6,44915,48899,22780,25309,3.89933333333333,0
"254",6.75,6.75,6.75,6.75,6.75,17117,"Macoupin County","Illinois",32811,1236,2100,12236,8669,2623,4014,1933,42.6,18982,21010,9464,10946,3.89933333333333,0
"255",5.8,11.19,11.19,11.19,11.19,17119,"Madison County","Illinois",182966,4729,9979,59089,45453,17467,29828,16421,39.5,107111,122473,58922,60608,3.89933333333333,3
"256",1.8,1.8,1.8,1.8,1.8,17127,"Massac County","Illinois",10598,592,1300,3358,2702,1087,1172,387,43.7,5987,6495,2092,4278,3.89933333333333,0
"257",2.8,2.8,2.8,2.8,2.8,17109,"McDonough County","Illinois",18342,234,1176,5353,3875,1442,3399,2863,30.7,12129,12454,5967,6147,3.89933333333333,0
"258",70.96,70.96,70.96,70.96,70.96,17111,"McHenry County","Illinois",202962,6268,9177,53793,49958,17859,43965,21942,39.3,109491,133844,59797,71598,3.89933333333333,2
"259",27.82,27.82,27.82,27.82,27.82,17133,"Monroe County","Illinois",23364,451,960,7865,5583,2086,4409,2010,42.1,12699,17432,6215,10888,3.89933333333333,0
"260",8.4,8.4,8.4,8.4,8.4,17143,"Peoria County","Illinois",124036,3335,8874,35416,28177,12030,22634,13570,36.8,76133,78411,40209,36774,3.89933333333333,1
"261",3.85,3.85,3.85,3.85,3.85,17161,"Rock Island County","Illinois",100858,4006,7984,32084,25260,9371,14595,7558,40,60391,65016,39157,24934,3.89933333333333,1
"262",11.04,11.04,11.04,11.04,11.04,17167,"Sangamon County","Illinois",135955,2836,7893,38177,30867,10783,28434,16965,39.7,82885,94297,42107,50225,3.89933333333333,8
"263",1.845,1.845,1.845,1.845,1.845,17163,"St. Clair County","Illinois",177595,5249,11892,49918,45419,18952,28473,17692,37.7,102267,119466,67285,50125,3.89933333333333,0
"264",4.2,4.2,4.2,4.2,4.2,17177,"Stephenson County","Illinois",32774,867,2248,11584,8920,3231,3777,2147,44.3,19299,21055,10165,10512,3.89933333333333,1
"265",4.6,4.6,4.6,4.6,4.6,17183,"Vermilion County","Illinois",54239,2114,5036,22047,11868,5714,5196,2264,40,31531,30314,12878,16892,3.89933333333333,1
"266",0,0,12.24,22.74,48.515,17193,"White County","Illinois",10318,411,863,3620,2689,1330,898,507,44.5,6171,7064,2188,4731,3.89933333333333,1
"267",5.155,5.155,5.155,5.155,5.155,17201,"Winnebago County","Illinois",195388,8898,16150,64976,46430,16211,27259,15464,39.2,113912,118984,61732,55138,3.89933333333333,0
"268",5.88,5.88,5.88,5.88,5.88,18001,"Adams County","Indiana",20912,1551,1548,9221,3890,1567,2061,1074,33.8,12183,13011,3806,8937,3.83666666666667,0
"269",8.7,8.7,8.7,8.7,8.7,18003,"Allen County","Indiana",233222,8983,15953,68616,53799,22867,40881,22123,35.6,140536,146939,60036,84613,3.83666666666667,1
"270",12.29,17.29,30.29,30.29,30.29,18005,"Bartholomew County","Indiana",53618,1710,3511,18380,9639,4599,9697,6082,38.1,30518,29326,10625,18083,3.83666666666667,0
"271",0,7.8,7.8,7.8,7.8,18009,"Blackford County","Indiana",8739,379,886,4325,1519,745,575,310,43.3,5228,4743,1927,2711,3.83666666666667,0
"272",2.34,2.34,2.34,2.34,2.34,18011,"Boone County","Indiana",39913,852,1807,10652,6348,3202,10178,6874,38.8,22924,27737,8328,18808,3.83666666666667,0
"273",0,0,4.16,4.16,4.16,18013,"Brown County","Indiana",11036,217,910,4185,2349,914,1229,1232,48.3,6095,7604,3060,4332,3.83666666666667,0
"274",14.5,14.5,14.5,30.5,30.5,18017,"Cass County","Indiana",25838,1708,2727,10537,5162,2045,2373,1286,40.1,14555,14161,5371,8443,3.83666666666667,0
"275",17.22,17.22,17.22,17.22,17.22,18019,"Clark County","Indiana",77603,3162,6748,26408,18275,7402,11035,4573,38.7,42974,47146,20807,25450,3.83666666666667,1
"276",1.075,1.075,1.075,1.075,1.075,18029,"Dearborn County","Indiana",33990,995,2268,13475,7344,3289,4472,2147,41.7,18634,22356,6528,15394,3.83666666666667,0
"277",0,0,0,5.2,5.2,18031,"Decatur County","Indiana",17634,600,1412,7991,3337,1429,1890,975,39.5,10074,10308,2941,7119,3.83666666666667,0
