"","X2011","X2012","X2013","X2014","X2015","Full_FIPS","County_Name","State","Pop","No_HS","No_Dip","HS","No_Deg","Associates","Bachelors","Grad","Med_Age","House_Income","Total.Vote","Obama","Romney","GHI_avg.y","count"
"1085",0,0,42.2,62.6,62.6,48493,"Wilson County","Texas",30423,2044,2495,10582,6907,2460,4114,1821,40.4,15477,17205,4821,12218,4.80015873015873,0
"1086",1.12,2.345,2.345,2.345,2.345,48495,"Winkler County","Texas",4584,789,526,1430,1068,264,428,79,33,2628,1725,398,1311,4.80015873015873,0
"1087",5.52,5.52,5.52,5.52,5.52,48497,"Wise County","Texas",40786,2680,3780,15029,10402,2162,5040,1693,39.3,21068,20745,3221,17207,4.80015873015873,0
"1088",0,0,10.12,10.12,10.12,48499,"Wood County","Texas",30901,1663,3099,10738,8313,1820,3755,1513,48.2,16064,17581,3056,14351,4.80015873015873,1
"1089",20.16,20.16,20.16,20.16,20.16,48503,"Young County","Texas",12500,1043,1336,4482,2878,566,1458,737,41.9,7115,7316,992,6225,4.80015873015873,0
"1090",2.07,2.07,2.07,2.07,2.07,49005,"Cache County","Utah",58796,1980,2452,12871,15849,4391,14077,7176,25,35685,42293,6244,35039,4.68461538461538,0
"1091",0,0,87.54,87.54,87.54,49011,"Davis County","Utah",184501,2208,6599,39149,52031,20319,44472,19723,30.2,97910,121069,21889,96861,4.68461538461538,2
"1092",0,0,3.06,3.06,3.06,49023,"Juab County","Utah",5742,133,375,2011,1534,780,658,251,30,3106,3972,451,3448,4.68461538461538,0
"1093",15.87,15.87,217.635,217.635,217.635,49035,"Salt Lake County","Utah",663851,24777,44582,151131,171222,58771,137986,75382,31.8,351892,381799,146147,223811,4.68461538461538,9
"1094",0,0,12.66,12.66,12.66,49039,"Sanpete County","Utah",15841,593,1174,4276,4771,1776,2012,1239,30.5,7943,9547,980,8406,4.68461538461538,0
"1095",0,0,4.5,4.5,4.5,49043,"Summit County","Utah",25303,1021,656,3923,5060,1798,7731,5114,38.2,13927,17488,8072,8884,4.68461538461538,1
"1096",0,0,37.195,37.195,37.195,49045,"Tooele County","Utah",34734,691,1958,11142,10285,2885,5846,1927,30.7,18631,19261,4524,14268,4.68461538461538,0
"1097",0,0,2.08,2.08,2.08,49047,"Uintah County","Utah",20367,489,2195,7072,5697,1667,2408,839,29.7,10981,11583,997,10421,4.68461538461538,0
"1098",0,10,141.98,141.98,141.98,49049,"Utah County","Utah",267427,6080,11876,44857,75799,28949,68943,30923,24.4,148464,177713,17281,156950,4.68461538461538,3
"1099",0,0,25.305,25.305,25.305,49053,"Washington County","Utah",91894,2292,4554,22576,27619,9989,15589,9275,34.6,48920,54012,8337,44698,4.68461538461538,0
"1100",0,0,50.24,50.24,50.24,49057,"Weber County","Utah",145113,5809,9384,42196,41352,12924,23127,10321,31.8,80137,75912,19841,54224,4.68461538461538,2
"1101",9.89,9.89,9.89,9.89,9.89,51003,"Albemarle County","Virginia",69085,2745,3252,12553,10408,4441,17571,18115,38.6,38853,53907,29757,23297,4.00818181818182,0
"1102",3.1,3.1,3.1,3.1,3.1,51005,"Alleghany County","Virginia",11778,645,1291,4350,2629,1008,1170,685,47.2,6781,7173,3403,3595,4.00818181818182,0
"1103",2.7,2.7,2.7,2.7,2.7,51013,"Arlington County","Virginia",168459,6735,4252,13982,14604,6105,58068,64713,33.9,98441,117608,81269,34474,4.00818181818182,6
"1104",6.75,6.75,6.75,6.75,6.75,51043,"Clarke County","Virginia",10189,501,753,2856,2129,794,1846,1310,45.7,5526,7762,3239,4296,4.00818181818182,0
"1105",10.7,10.7,10.7,10.7,10.7,51059,"Fairfax County","Virginia",766502,34706,26949,99450,105107,41173,236675,222442,37.4,392355,529287,315273,206773,4.00818181818182,11
"1106",14.01,14.01,14.01,14.01,14.01,51069,"Frederick County","Virginia",55621,2657,4359,16942,11113,4368,10225,5957,40.1,29455,36394,12690,22858,4.00818181818182,0
"1107",2,2,2,2,2,51085,"Hanover County","Virginia",68702,1600,3786,18964,14329,5484,16242,8297,41.9,37463,59058,18294,39940,4.00818181818182,1
"1108",1.92,1.92,1.92,1.92,1.92,51091,"Highland County","Virginia",1802,152,142,696,341,81,263,127,59,1071,1413,459,924,4.00818181818182,0
"1109",10.8,10.8,10.8,10.8,10.8,51670,"Hopewell city","Virginia",14819,1043,1782,5677,3457,1030,1201,629,36.9,8706,9031,5179,3739,4.00818181818182,0
"1110",32.21,37.61,55.61,55.61,55.61,51107,"Loudoun County","Virginia",223162,7792,6558,30797,34436,13764,77610,52205,35.3,113432,160060,82479,75292,4.00818181818182,1
"1111",8.1,8.1,8.1,8.1,10.2,51700,"Newport News city","Virginia",114982,4280,8357,32382,31277,11046,17245,10395,32.8,69073,79444,51100,27230,4.00818181818182,1
"1112",3,3,3,3,3,51710,"Norfolk city","Virginia",149072,5432,13981,40050,38972,11665,23236,15736,30,87045,87043,62687,23147,4.00818181818182,2
"1113",10.32,10.32,10.32,10.32,10.32,51760,"Richmond city","Virginia",143240,9130,14957,32987,26876,7652,31303,20335,32.9,87224,97569,75921,20050,4.00818181818182,9
"1114",2.76,2.76,2.76,2.76,2.76,51165,"Rockingham County","Virginia",52819,4652,5207,18775,8735,2890,7594,4966,41.5,29625,34866,10065,24186,4.00818181818182,0
"1115",8.705,8.705,8.705,8.705,8.705,51171,"Shenandoah County","Virginia",30669,1971,2783,12115,6093,1867,3742,2098,43.8,17096,19373,6469,12538,4.00818181818182,0
"1116",196.78,332.527,332.527,332.527,332.527,50001,"Addison County","Vermont",25159,614,1361,8055,4219,1973,5164,3773,42.8,14336,17910,12257,5203,3.49,1
"1117",79.3,145.035,145.035,145.035,145.035,50003,"Bennington County","Vermont",26092,659,1759,8002,4874,2056,5607,3135,46.1,15636,17593,11514,5687,3.49,0
"1118",114.755,165.795,165.795,165.795,165.795,50005,"Caledonia County","Vermont",21639,627,1519,7814,4025,1801,3467,2386,43.1,12287,13661,8192,5088,3.49,0
"1119",977.65,1761.768,1761.768,1761.768,1761.768,50007,"Chittenden County","Vermont",103786,2509,3915,21339,16675,8756,30687,19905,36.3,63498,77080,53626,21571,3.49,1
"1120",10.8,20.475,20.475,20.475,20.475,50009,"Essex County","Vermont",4689,335,393,2030,734,446,502,249,48.8,2701,2798,1539,1164,3.49,0
"1121",51.86,83.595,83.595,83.595,83.595,50011,"Franklin County","Vermont",33462,1599,1922,12580,6347,3122,5138,2754,39.9,18685,19888,12057,7405,3.49,1
"1122",37.07,114.4,114.4,114.4,114.4,50013,"Grand Isle County","Vermont",5139,82,231,1526,998,498,1049,755,47.1,2965,4075,2531,1471,3.49,0
"1123",88.81,185.783,185.783,185.783,185.783,50015,"Lamoille County","Vermont",17205,456,901,4927,3037,1651,4176,2057,40.5,10176,11988,8371,3342,3.49,0
"1124",161.88,234.33,234.33,234.33,234.33,50017,"Orange County","Vermont",20802,580,1188,7267,3488,1869,3766,2644,45,12148,14053,9076,4588,3.49,0
"1125",100.5,153.475,153.475,153.475,153.475,50019,"Orleans County","Vermont",19585,977,1703,7588,3574,1414,2825,1504,44.8,11200,11692,7117,4306,3.49,0
"1126",114.656,253.065,253.065,253.065,253.065,50021,"Rutland County","Vermont",43342,1296,2747,14822,8167,3707,7832,4771,45.5,25459,28609,17088,10835,3.49,1
"1127",506.807,1097.903,1097.903,1097.903,1097.903,50023,"Washington County","Vermont",41992,850,1729,12241,6833,3591,9739,7009,43.2,24512,29307,20351,8093,3.49,4
"1128",393.815,622.547,622.547,622.547,622.547,50025,"Windham County","Vermont",31887,895,1771,9798,5762,2250,6441,4970,45.8,19057,21937,16026,5347,3.49,0
"1129",345.619,535.674,535.674,535.674,535.674,50027,"Windsor County","Vermont",41878,1058,2109,13281,7270,3447,8312,6401,46.8,24507,28699,19494,8598,3.49,1
"1130",28.97,50.33,50.33,50.33,50.33,53005,"Benton County","Washington",118423,6447,6680,28922,28918,12685,21723,13048,35.5,67430,79564,28145,49461,3.6806862745098,1
"1131",1.3,1.3,1.3,1.3,1.3,53007,"Chelan County","Washington",49530,4663,3525,14922,10321,3966,7531,4602,39.3,27052,32256,13112,18402,3.6806862745098,1
"1132",1.44,1.44,1.44,1.44,1.44,53009,"Clallam County","Washington",54247,1162,3039,15111,15764,5746,8007,5418,50.1,31321,38066,18580,18437,3.6806862745098,0
"1133",12.096,12.096,12.096,12.096,21.726,53011,"Clark County","Washington",294043,8093,17285,74289,82984,31415,52479,27498,37.4,162441,190805,93382,92951,3.6806862745098,1
"1134",0,1.5,1.5,1.5,1.5,53019,"Ferry County","Washington",5589,114,597,1745,1600,602,643,288,47.7,3103,3440,1294,1995,3.6806862745098,0
"1135",3.87,20.91,20.91,20.91,20.91,53021,"Franklin County","Washington",49013,8394,4536,13377,10243,4684,5145,2634,29.1,24725,22643,8398,13748,3.6806862745098,0
"1136",4.68,9.75,9.75,9.75,9.75,53029,"Island County","Washington",56695,972,2137,13200,16062,6350,11656,6318,44,33125,42100,21478,19605,3.6806862745098,0
"1137",8.04,8.04,8.04,8.04,8.04,53031,"Jefferson County","Washington",24216,411,1027,5614,6567,1637,5214,3746,55.6,13422,19829,12739,6405,3.6806862745098,0
"1138",142.605,176.145,250.02,250.02,250.02,53033,"King County","Washington",1435467,50130,60353,236295,282508,118760,425117,262304,37.2,819651,967154,668004,275700,3.6806862745098,22
"1139",103.308,139.068,139.068,139.068,139.068,53039,"Klickitat County","Washington",14966,712,990,4336,4100,1316,2390,1122,45,7863,10274,4598,5316,3.6806862745098,1
"1140",5.26,5.26,5.26,5.26,5.26,53053,"Pierce County","Washington",541718,15872,33175,156187,145322,57384,87636,46142,35.8,303586,342910,186430,148467,3.6806862745098,7
"1141",0,4.8,4.8,4.8,4.8,53063,"Spokane County","Washington",320569,6854,16067,82304,86363,37379,58114,33488,37.2,189471,223830,102295,115285,3.6806862745098,1
"1142",7.56,7.56,7.56,7.56,7.56,53065,"Stevens County","Washington",30802,765,2236,10587,8216,3865,3286,1847,46.2,17679,22164,7762,13691,3.6806862745098,1
"1143",6.48,74.24,74.24,74.24,74.24,53067,"Thurston County","Washington",180338,3946,7942,40884,49306,18113,36521,23626,38.5,102631,127063,74037,49287,3.6806862745098,3
"1144",0,0,14.4,26.52,32.645,53073,"Whatcom County","Washington",134413,4612,7163,30953,33593,14402,28685,15005,36.5,79767,103029,57089,42703,3.6806862745098,1
"1145",5.376,10.876,17.576,23.636,46.416,55001,"Adams County","Wisconsin",16163,478,1586,7061,3592,1374,1379,693,51.4,7786,10287,5542,4644,3.65894736842105,0
"1146",0,0,0,0,4.16,55003,"Ashland County","Wisconsin",10810,160,668,3786,2372,1315,1575,934,42.2,6718,8372,5399,2820,3.65894736842105,0
"1147",0,0,0,0,4,55005,"Barron County","Wisconsin",32417,1172,2233,12904,6580,4145,3429,1954,43.9,19120,22692,10890,11443,3.65894736842105,1
"1148",13.788,17.388,17.388,20.178,47.858,55007,"Bayfield County","Wisconsin",11447,212,476,3462,2639,1307,2163,1188,50.8,6919,9788,6033,3603,3.65894736842105,0
"1149",74.598,116.458,135.058,171.71,236.11,55009,"Brown County","Wisconsin",168061,6402,9425,52583,33071,19619,33663,13298,36.8,100640,128928,62526,64836,3.65894736842105,2
"1150",8.28,17.28,17.28,17.28,17.28,55011,"Buffalo County","Wisconsin",9531,304,526,4053,1923,1011,1183,531,45,5771,7039,3570,3364,3.65894736842105,0
"1151",15.3,21.4,21.4,47.02,66.01,55013,"Burnett County","Wisconsin",11633,232,774,4648,2683,1235,1385,676,50.9,7312,8677,3986,4550,3.65894736842105,0
"1152",62.05,66.45,73.65,91.48,122.63,55015,"Calumet County","Wisconsin",33123,1020,1340,11185,6257,3914,6817,2590,39,18583,26420,11489,14539,3.65894736842105,3
"1153",13.9,52.6,52.6,52.6,73.93,55017,"Chippewa County","Wisconsin",44019,1218,2411,16934,8930,6074,5937,2515,40.6,24873,30932,15237,15322,3.65894736842105,0
"1154",24.896,24.896,34.796,44.876,55.676,55019,"Clark County","Wisconsin",21763,2460,1584,9430,3999,1782,1833,675,37.1,12797,13801,6172,7412,3.65894736842105,0
"1155",52.024,93.224,95.524,104.724,174.604,55021,"Columbia County","Wisconsin",39733,923,2050,13885,9350,4759,6285,2481,42,22615,30546,17175,13026,3.65894736842105,1
"1156",32.028,32.028,32.028,32.028,47.178,55023,"Crawford County","Wisconsin",11849,366,827,5058,2638,1171,1202,587,45.9,6623,7817,4629,3067,3.65894736842105,1
"1157",644.714,953.758,1073.658,1310.6485,1549.9285,55025,"Dane County","Wisconsin",332684,6642,10052,63169,61397,32016,94056,65352,34.6,211114,304181,216071,83644,3.65894736842105,8
"1158",26.34,26.34,29.14,33.36,33.36,55027,"Dodge County","Wisconsin",63031,2271,5156,25339,13786,6114,7257,3108,42,33322,44488,18762,25211,3.65894736842105,1
"1159",54.085,69.825,78.725,89.345,116.045,55029,"Door County","Wisconsin",21393,372,995,7036,4656,1980,4208,2146,51.7,12968,17671,9357,8121,3.65894736842105,2
"1160",8.2,8.2,8.2,13,17.68,55031,"Douglas County","Wisconsin",30540,472,1549,10152,7556,3940,4708,2163,40.6,18581,22894,14863,7705,3.65894736842105,0
"1161",27.38,49.032,49.032,57.232,87.072,55033,"Dunn County","Wisconsin",26852,724,1223,9279,5593,3159,4351,2523,34.1,16441,21992,11316,10224,3.65894736842105,0
"1162",27.29,39.77,39.77,39.77,88.54,55035,"Eau Claire County","Wisconsin",62996,1886,2389,16961,14212,7964,12534,7050,33.8,39893,54806,30666,23256,3.65894736842105,0
"1163",0,0,0,0,12.6,55037,"Florence County","Wisconsin",3479,79,228,1365,986,225,418,178,51.1,1904,2625,953,1645,3.65894736842105,0
"1164",28.51,32.59,42.49,50.46,93.52,55039,"Fond du Lac County","Wisconsin",70352,2183,3918,27080,14208,7823,10393,4747,41,41069,53402,22379,30355,3.65894736842105,1
"1165",1.918,1.918,1.918,4.638,13.318,55041,"Forest County","Wisconsin",6463,245,607,2629,1463,630,568,321,45.3,3810,4648,2425,2172,3.65894736842105,0
"1166",13.28,17.98,17.98,71.419,137.729,55043,"Grant County","Wisconsin",31783,1193,1533,12302,6437,3544,4177,2597,36.1,19447,24248,13594,10255,3.65894736842105,0
"1167",35.96,46.36,57.06,72.61,114,55045,"Green County","Wisconsin",25806,702,1306,10074,5723,2350,3824,1827,42.2,14819,19322,11206,7857,3.65894736842105,0
"1168",10.012,31.512,31.512,34.212,34.212,55047,"Green Lake County","Wisconsin",13425,671,942,5682,2590,1273,1535,732,45.2,7939,9675,3793,5782,3.65894736842105,1
"1169",86.08,99.232,108.632,149.952,200.722,55049,"Iowa County","Wisconsin",16597,322,815,6031,3781,1850,2568,1230,42.9,9689,12534,8105,4287,3.65894736842105,0
"1170",0,0,0,0,6.84,55051,"Iron County","Wisconsin",4665,83,247,1671,1163,521,660,320,52.4,2910,3632,1784,1790,3.65894736842105,0
"1171",5.76,11.16,11.16,11.16,11.16,55053,"Jackson County","Wisconsin",14451,588,1279,6103,3214,1267,1309,691,42.2,7960,9313,5298,3900,3.65894736842105,0
"1172",59.736,78.936,82.036,84.016,108.986,55055,"Jefferson County","Wisconsin",56642,1890,3072,20698,12206,5993,8849,3934,39.1,32413,44281,20158,23517,3.65894736842105,2
"1173",5.38,8.08,8.08,18.051,23.451,55057,"Juneau County","Wisconsin",19170,765,2034,8087,4239,1680,1718,647,44.4,9984,11827,6242,5411,3.65894736842105,0
"1174",30.892,41.692,51.492,55.712,69.022,55059,"Kenosha County","Wisconsin",109826,3222,7469,36051,25116,11100,17944,8924,37.4,62330,80897,44867,34977,3.65894736842105,2
"1175",9,19.2,19.2,19.2,19.2,55061,"Kewaunee County","Wisconsin",14411,469,705,6364,3016,1584,1722,551,43.5,8138,11037,5153,5747,3.65894736842105,0
"1176",10.392,19.192,31.692,60.482,70.922,55063,"La Crosse County","Wisconsin",73880,1357,2795,20486,15834,10588,14416,8404,35.4,46345,63462,36693,25751,3.65894736842105,2
"1177",10.952,12.872,16.472,28.842,57.172,55065,"Lafayette County","Wisconsin",11367,460,713,4720,2235,1254,1386,599,41.4,6646,7952,4536,3314,3.65894736842105,0
"1178",3.29,3.29,3.29,3.29,9.29,55067,"Langlade County","Wisconsin",14321,467,1091,6076,3166,1384,1474,663,47.2,8713,10519,4573,5816,3.65894736842105,0
"1179",18.408,18.408,24.408,24.408,24.408,55069,"Lincoln County","Wisconsin",20633,695,1377,8358,4757,2279,2244,923,46.1,12419,15216,7563,7455,3.65894736842105,2
"1180",27.848,34.24,67.64,124.51,182.18,55071,"Manitowoc County","Wisconsin",57142,1747,3786,22811,11597,5972,8127,3102,44.2,33927,42617,20403,21604,3.65894736842105,2
"1181",71.951,71.951,106.251,140.851,175.091,55073,"Marathon County","Wisconsin",92401,3685,4633,34239,17066,10841,14907,7030,40.6,53848,69862,32363,36617,3.65894736842105,1
"1182",2.656,4.456,10.756,17.106,28.326,55075,"Marinette County","Wisconsin",30072,748,1971,12801,7438,2798,2987,1329,47.2,18319,20777,9882,10619,3.65894736842105,1
"1183",6.84,13.44,26.54,32.3,32.3,55077,"Marquette County","Wisconsin",11218,372,984,4915,2571,939,1010,427,48.6,6332,8105,4014,3992,3.65894736842105,0
"1184",104.968,156.088,226.788,362.078,505.648,55079,"Milwaukee County","Wisconsin",620247,29614,53943,174341,135054,46538,118011,62746,34.2,381715,492576,332438,154924,3.65894736842105,4
"1185",0,0,0,20.37,43.71,55081,"Monroe County","Wisconsin",30440,1365,1889,11984,6943,3055,3773,1431,39.3,17794,19485,9515,9675,3.65894736842105,0
"1186",27.87,59.37,64.77,86.58,134.12,55083,"Oconto County","Wisconsin",27119,887,1766,11848,5385,3061,2817,1355,45.4,15486,19859,8865,10741,3.65894736842105,1
"1187",18.857,18.857,24.857,24.857,31.117,55085,"Oneida County","Wisconsin",27070,519,1504,9287,6265,2716,4187,2592,49.9,15044,21652,10452,10917,3.65894736842105,1
"1188",106.369,134.269,180.769,217.909,247.889,55087,"Outagamie County","Wisconsin",120654,2762,5044,41257,23898,14256,23809,9628,37.8,70505,94596,45659,47372,3.65894736842105,2
"1189",36.636,51.836,82.036,100.426,124.936,55089,"Ozaukee County","Wisconsin",60384,570,1593,13573,11591,5202,18290,9565,43.8,34543,55817,19159,36077,3.65894736842105,1
"1190",2.96,2.96,2.96,12.82,35.54,55091,"Pepin County","Wisconsin",5210,254,222,2242,1027,561,635,269,45.2,2954,3699,1876,1794,3.65894736842105,0
"1191",28.98,48.48,69.18,89.82,144.1,55093,"Pierce County","Wisconsin",25402,482,915,8291,5840,2900,4846,2128,35.9,15177,21020,10235,10397,3.65894736842105,0
"1192",37.41,61.49,67.79,67.79,102.69,55095,"Polk County","Wisconsin",30863,695,1712,12038,6959,3439,4108,1912,44.1,17994,22573,10073,12094,3.65894736842105,0
"1193",172.755,185.855,221.555,284.645,371.525,55097,"Portage County","Wisconsin",44494,1112,2223,15010,8934,4223,8734,4258,36.2,27768,39337,22075,16615,3.65894736842105,1
"1194",8.718,14.478,19.178,28.398,41.778,55099,"Price County","Wisconsin",10606,253,814,4412,2334,1037,1298,458,50.5,6700,7901,3887,3884,3.65894736842105,1
"1195",68.88,80.18,89.08,103.95,134.83,55101,"Racine County","Wisconsin",131699,5216,10380,40420,32182,12280,20737,10484,39.7,75183,103364,53008,49347,3.65894736842105,2
"1196",87.29,87.29,98.19,118.31,128.03,55103,"Richland County","Wisconsin",12386,550,796,5074,2634,1263,1320,749,44.1,7547,8655,4969,3573,3.65894736842105,0
"1197",56.08,56.08,78.38,82.4718,97.1118,55105,"Rock County","Wisconsin",108006,3523,8512,39704,23216,11046,14523,7482,38.9,63845,80690,49219,30517,3.65894736842105,1
"1198",129.547,162.807,177.407,203.737,241.547,55111,"Sauk County","Wisconsin",43696,1296,3053,16013,9396,4253,6669,3016,40.9,25331,31927,18736,12838,3.65894736842105,0
"1199",10.73,10.73,10.73,13.64,25.04,55113,"Sawyer County","Wisconsin",12117,197,889,4181,2720,1397,1766,967,49.3,7359,9025,4486,4442,3.65894736842105,0
"1200",11.1,11.1,11.1,20.49,29.28,55115,"Shawano County","Wisconsin",29449,928,1936,13342,5738,2945,3080,1480,44.3,16957,20279,9000,11022,3.65894736842105,0
"1201",34.24,145,148.6,165.95,189.82,55117,"Sheboygan County","Wisconsin",79546,2594,4581,29193,16655,7929,12805,5789,41.3,46701,62651,27918,34072,3.65894736842105,2
"1202",13.96,13.96,18.66,18.66,36.22,55109,"St. Croix County","Wisconsin",57332,712,2052,15902,12312,7824,13045,5485,37.6,32459,46225,19910,25503,3.65894736842105,0
"1203",0,17.14,17.14,31.98,45,55119,"Taylor County","Wisconsin",14258,739,1022,6606,2700,1299,1323,569,43.1,8756,9512,3763,5601,3.65894736842105,0
"1204",24.03,24.03,44.43,44.43,60.13,55121,"Trempealeau County","Wisconsin",20161,966,1356,7813,3959,2205,2656,1206,40.7,11796,13481,7605,5707,3.65894736842105,1
"1205",91.276,132.396,134.196,153.154,182.114,55123,"Vernon County","Wisconsin",20339,1330,1036,7759,3740,2308,2741,1425,42.3,11758,14269,8044,5942,3.65894736842105,0
"1206",15.09,20.39,23.09,23.09,27.41,55125,"Vilas County","Wisconsin",16520,153,1091,5181,4350,1448,2761,1536,52.6,10646,13842,5951,7749,3.65894736842105,1
"1207",27.29,39.09,50.59,76.42,79.57,55127,"Walworth County","Wisconsin",67210,2385,4220,21406,15028,6129,11619,6423,38.9,39648,52303,22552,29006,3.65894736842105,0
"1208",0,0,0,0,16.08,55129,"Washburn County","Wisconsin",11713,232,781,4543,2362,1370,1654,771,49.2,7141,9287,4447,4699,3.65894736842105,1
"1209",40.134,47.834,55.234,57.434,75.244,55131,"Washington County","Wisconsin",92462,2048,4152,27755,21284,10538,19324,7361,42.1,52897,78742,23166,54765,3.65894736842105,1
